billboard,billboard_year,billboard_month,peak_position,weeks_on_chart,artist,feat_artist,artist_uri,artist_popularity,artist_followers,song,track_uri,track_popularity,album_name,release_year,release_month,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,major_label,genre_pop,genre_screen,genre_hiphop,genre_punk,genre_blues,genre_country,genre_rnb,genre_rock,genre_latin,genre_dance,genre_indie,genre_elect,genre_gospel,genre_chill
1,2012,4,51,15,Nicki Minaj,Chris Brown,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Right By My Side,22Wg1Bh8WU6s1klm2eOgAJ,33,Pink Friday ... Roman Reloaded (Deluxe Edition),2012,4,265320,0.544,0.847,1,-4.838,1,0.337,0.0185,0,0.122,0.504,161.77,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2011,1,26,19,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Right Thru Me,5GIMA9Y9uiw2L6AbxC3Acy,29,Pink Friday (Deluxe Edition),2010,11,235773,0.556,0.688,1,-4.772,1,0.0999,0.113,0.00247,0.134,0.184,162.325,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Roman Holiday,0UBix9tZesweFgNw76x9Z7,43,Pink Friday ... Roman Reloaded (Deluxe Edition),2012,4,245693,0.798,0.743,10,-6.178,0,0.0903,0.0307,5.96E-05,0.164,0.425,128.096,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2011,12,64,2,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25297297,Roman In Moscow,6snTyt6Vld2R0SbKl5fZIY,37,Roman In Moscow,2011,12,157546,0.632,0.923,1,-3.184,0,0.0879,0.0601,0,0.302,0.134,120.016,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2012,3,70,1,Nicki Minaj,Lil Wayne,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Roman Reloaded,2E80WBBSYN6nTb7qShJ2MT,29,Pink Friday ... Roman Reloaded (Deluxe Edition),2012,4,195533,0.716,0.794,6,-5.401,1,0.375,0.207,1.04E-06,0.33,0.741,169.817,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2011,1,56,5,Nicki Minaj,Eminem,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Roman's Revenge,3z3KQCqNqcRiZszzO34YKj,30,Pink Friday (Deluxe Edition),2010,11,276173,0.816,0.947,5,-2.881,1,0.289,0.536,0,0.292,0.472,112.404,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Save Me,1XbQsCnT06X2C30Bi3h8jJ,27,Pink Friday (Deluxe Edition),2010,11,185413,0.546,0.737,1,-6.157,1,0.159,0.583,0.0132,0.154,0.603,169.886,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2021,5,12,4,Nicki Minaj,"Drake, Lil Wayne",0hCNtLu0JehylgoiP8L4Gh,84,25249962,Seeing Green,1TZv3bujNaYz646eezRE91,67,Beam Me Up Scotty,2021,5,339506,0.573,0.867,5,-2.876,0,0.168,0.0853,0,0.38,0.231,74.861,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Nicki Minaj,"Gucci Mane, Bobby V, & F1Jo",0hCNtLu0JehylgoiP8L4Gh,84,25249962,Shopaholic,1KVvVwHnGz3TPTVxQ86JDm,38,Beam Me Up Scotty,2021,5,332434,0.814,0.71,1,-3.383,1,0.296,0.174,0,0.337,0.627,133.069,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Silly,60VxBi9kb7iZPmO8ZJhOMs,39,Beam Me Up Scotty,2021,5,90148,0.881,0.722,0,-5.417,1,0.399,0.188,0,0.0614,0.724,76.777,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Nicki Minaj,Gucci Mane,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Slumber Party,4FCvf3FGTFIlsZmP3yoBLH,41,Beam Me Up Scotty,2021,5,210520,0.883,0.829,11,-3.581,1,0.381,0.312,0,0.348,0.711,140.382,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2012,3,5,31,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Starships,1UgW0l9aia2l4SjQSGwF2q,50,Pink Friday ... Roman Reloaded (Deluxe Edition),2012,4,210613,0.746,0.728,11,-2.454,0,0.0736,0.149,0,0.245,0.718,125.027,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Still I Rise,0YSF6FTvgX5zHfioEm65dQ,42,Beam Me Up Scotty,2021,5,188813,0.668,0.747,11,-3.676,1,0.294,0.181,0,0.577,0.592,145.689,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2012,1,59,5,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Stupid Hoe,7fU66PCVt3bZ1HfYO6WZII,36,Pink Friday ... Roman Reloaded (Deluxe Edition),2012,4,196666,0.882,0.826,7,-5.931,1,0.274,0.0293,0.146,0.163,0.681,100.034,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2012,1,3,39,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Super Bass,0tUVnDB0pM7xYGGgIKnyVf,50,Pink Friday (Deluxe Edition),2010,11,201253,0.766,0.739,11,-7.49,1,0.228,0.0584,0.0121,0.405,0.583,126.987,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2015,5,31,17,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25297297,The Night Is Still Young,4bBrKDo8rchikwZOtmXbIH,67,The Pinkprint (Deluxe),2014,12,227560,0.656,0.692,1,-6.145,0,0.0563,0.00212,0.00305,0.128,0.693,128.016,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2018,8,98,1,Nicki Minaj,The Weeknd,0hCNtLu0JehylgoiP8L4Gh,84,25297297,Thought I Knew You,5vAEnWrHxLv78uwZrAJcX6,49,Queen,2018,8,198280,0.77,0.715,1,-5.92,1,0.045,0.0373,0.0018,0.0959,0.468,150.027,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2015,2,14,20,Nicki Minaj,"Drake, Lil Wayne",0hCNtLu0JehylgoiP8L4Gh,84,25297297,Truffle Butter,3keUgTGEoZJt0QkzTB6kHg,60,Truffle Butter,2015,1,219226,0.887,0.673,10,-6.846,0,0.0503,0.0743,4.06E-05,0.124,0.491,105.113,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2013,1,22,20,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Va Va Voom,48hikmWgsyTCMfwmlTDIxL,40,Pink Friday ... Roman Reloaded (Deluxe Edition),2012,4,183560,0.644,0.836,8,-3.411,1,0.0325,0.0619,0.00715,0.182,0.679,126.879,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2022,4,58,1,Nicki Minaj,Fivio Foreign,0hCNtLu0JehylgoiP8L4Gh,84,25297297,We Go Up,3zQ61IRdlSbEyYQlwQZZxS,73,We Go Up,2022,3,255188,0.707,0.909,2,-3.501,1,0.261,0.413,0,0.305,0.703,145.014,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Whip It,1SS38X5qoCYFZD3Xp0Z3Zp,33,Pink Friday ... Roman Reloaded (Deluxe Edition),2012,4,195826,0.781,0.771,6,-5.25,1,0.176,0.0432,0.0002,0.362,0.808,128.028,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2020,2,23,2,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25297297,Yikes,75dLEqanQTupF3dtP9exT5,65,Yikes,2020,2,156881,0.911,0.637,8,-8.381,1,0.447,0.0409,3.68E-05,0.238,0.66,149.996,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2010,10,14,20,Nicki Minaj,-,0hCNtLu0JehylgoiP8L4Gh,84,25249962,Your Love,5uy85PaM6Fjvg2wYVYlFU8,35,Pink Friday (Deluxe Edition),2010,11,245253,0.491,0.519,11,-10.215,1,0.266,0.00215,0.00821,0.345,0.201,121.167,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2017,2,92,15,Nicky Jam,-,1SupJlEpv7RS2tPNRaHViT,80,17079622,El Amante,3umS4y3uQDkqekNjVpiRUs,69,Fenix,2017,1,44581,0.683,0.691,8,-5.535,1,0.0432,0.243,0,0.14,0.732,179.91,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2015,10,56,30,Nicky Jam,Enrique Iglesias,1SupJlEpv7RS2tPNRaHViT,80,17090485,El Perdon,7hOfyNuj2dLc0HAEYVDIYS,52,Fenix,2015,8,206666,0.736,0.719,8,-3.839,1,0.0357,0.256,0,0.0909,0.656,90.013,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2019,5,91,6,Nicky Jam,Ozuna,1SupJlEpv7RS2tPNRaHViT,80,17079622,Te Robare,4PJ3umtW1aWdfh5EITHc6T,69,Intimo,2019,11,44866,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51E-05,0.0813,0.797,175.997,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2016,10,73,19,Nicky Jam,-,1SupJlEpv7RS2tPNRaHViT,80,17079622,With You Tonight / Hasta El Amanecer,2GICtNjlmq5w1XIQ9s0D9y,47,Fenix,2016,1,44581,0.781,0.588,6,-5.348,0,0.0386,0.317,0,0.0983,0.564,93.979,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2018,3,41,21,Nicky Jam,J Balvin,1SupJlEpv7RS2tPNRaHViT,80,17079622,X (EQUIS),5YUyW9opqNsMSEzzecZih1,75,Intimo,2018,3,44866,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,Nicky Romero,-,5ChF3i92IPZHduM7jN3dpg,63,2179740,Bittersweet (ft. Quarterback) - Junior J Remix,5Mq7ntOR1DsoLiBzunBqHp,0,Bittersweet (ft. Quarterback) [Remixes],2019,2,197857,0.389,0.864,4,-2.032,1,0.0518,0.0887,0,0.705,0.441,121.323,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,Nicky Romero,-,5ChF3i92IPZHduM7jN3dpg,63,2179740,Feet On The Ground,7gX8GB0EA0urB0wtkzkZAY,17,Feet On The Ground,2014,6,176390,0.405,0.936,2,-1.78,0,0.2,0.242,0,0.359,0.281,126.085,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,Nicky Romero,-,5ChF3i92IPZHduM7jN3dpg,63,2179740,I See,3IOvs8528ie9laMQO4PLPD,37,I See,2020,1,154687,0.606,0.952,1,-3.391,1,0.0652,0.00222,0.0683,0.293,0.29,127.965,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,Nicky Romero,-,5ChF3i92IPZHduM7jN3dpg,63,2179740,Legacy,1AQcmI8nrf66qCGI0g9Nts,36,Legacy (Radio Edit),2013,10,195704,0.584,0.707,0,-3.671,0,0.0458,0.0609,0,0.12,0.186,127.905,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,Nicky Romero,-,5ChF3i92IPZHduM7jN3dpg,63,2179740,Lighthouse - Radio Edit,0LigJnwiA8OXeDp5qEDlTc,0,Lighthouse,2015,6,186562,0.604,0.699,11,-5.805,1,0.0624,0.0208,0,0.341,0.367,128.056,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,Nicky Romero,-,5ChF3i92IPZHduM7jN3dpg,63,2179740,Love You Forever,2gqzTQEn4g5ly0n5ScdMx0,45,Love You Forever,2019,6,234609,0.382,0.698,6,-3.409,1,0.0374,0.00236,5.24E-05,0.108,0.151,127.816,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,Nicky Romero,-,5ChF3i92IPZHduM7jN3dpg,63,2179740,Ready 2 Rumble,1yzcxI06O2buJpJJgInmWP,27,Ready 2 Rumble,2016,7,179047,0.684,0.995,0,-3.125,1,0.0835,0.00202,0.509,0.324,0.123,126.008,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
1,2014,10,4,31,Nico & Vinz,-,0awl5piYwO0CDTHEkCjUhn,62,492324,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,78,Black Star Elephant,2014,10,245866,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58E-06,0.55,0.779,119.968,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2015,1,72,12,Nico & Vinz,-,0awl5piYwO0CDTHEkCjUhn,62,492324,In Your Arms,0LH5xRQz5D36FpIkYUFv2e,54,Black Star Elephant,2014,10,205800,0.431,0.81,7,-6.051,1,0.0958,0.299,0,0.249,0.674,110.118,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,Nico & Vinz,Kid Ink & Bebe Rexha,0awl5piYwO0CDTHEkCjUhn,62,492324,That's How You Know,3icbmPGKTsKAa0IinkizCM,58,That's How You Know (feat. Kid Ink & Bebe Rexha),2015,7,186443,0.769,0.437,1,-6.406,1,0.0363,0.44,0,0.116,0.737,103.921,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,Nico Vega,-,1gUch6pcj8OKOw6kKlWAPE,38,53514,Beast,0GrcPg89CPjXEkPAsAooGP,47,Fury Oh Fury EP,2013,2,240986,0.422,0.91,2,-3.669,1,0.0548,0.00256,2.35E-05,0.0765,0.159,139.984,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2011,9,86,1,Nicole Scherzinger,-,40xbWSB4JPdOkRyuTDy1oP,62,2154907,Don't Hold Your Breath,7kVQDUKKnIqHSMYIypX8nL,33,Don't Hold Your Breath,2011,2,197520,0.662,0.794,5,-6.038,0,0.0286,0.00878,0.00018,0.214,0.67,110.962,4,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1,2011,6,39,12,Nicole Scherzinger,50 Cent,40xbWSB4JPdOkRyuTDy1oP,62,2154907,Right There,2X5MRkOPx9PlkodmllL036,42,Right There,2011,5,262253,0.751,0.799,7,-3.906,1,0.27,0.155,0,0.427,0.59,95.013,4,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0,0,0,Night Lovell,-,2y246nnP9pQT0E6v3ZMMOO,69,1183271,Yen,1MxhhFSot6l3CI4abdhPMG,40,Red Teenage Melody,2016,6,224000,0.645,0.2,2,-17.286,1,0.203,0.301,0.00564,0.102,0.424,90.026,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,Night Riots,-,67Dg546QfThu4PuanvFD8y,41,103750,All For You,6VVd4kRfzBsZqFbvEAjloh,47,Love Gloom,2017,3,235334,0.475,0.881,2,-3.208,1,0.0574,0.0103,2.48E-06,0.0739,0.427,140.912,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,Night Riots,-,67Dg546QfThu4PuanvFD8y,41,103750,Fangs,71PKZrhUMowmuTCFPZ6aCY,38,Love Gloom,2017,3,215461,0.522,0.853,7,-3.727,1,0.0393,0.00609,3.21E-05,0.11,0.464,144.915,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,Nightly,-,3qDMrpZHtZEtVl5i1l7hP3,53,132930,Miss You Like Hell,3dAz60DDFTKXjLl3BFLdZT,42,The Sound Of Your Voice,2018,11,189181,0.418,0.922,7,-4.595,1,0.122,0.000567,0,0.122,0.238,94.927,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,Nightly,-,3qDMrpZHtZEtVl5i1l7hP3,53,132930,Phantom,3JpdV2yT3txeXNWUg6QZnF,40,The Sound Of Your Voice,2018,11,201735,0.58,0.795,4,-5.123,0,0.036,0.00287,0.000202,0.134,0.27,126.013,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,Nightly,-,3qDMrpZHtZEtVl5i1l7hP3,53,132930,the movies,4RR9tI04ScTvVBCVTyTzhy,0,the movies,2020,1,178909,0.651,0.868,11,-4.818,1,0.0262,0.0753,1.12E-05,0.0852,0.812,109.985,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,Nightly,-,3qDMrpZHtZEtVl5i1l7hP3,53,132930,Twenty Something - Stripped Sessions,0qxRmtTovuLU4VBz5y4DsJ,42,"Twenty Something/No Call, No Reply (Stripped Sessions)",2019,5,261527,0.598,0.429,8,-11.145,1,0.0368,0.107,0.00936,0.0849,0.0568,99.933,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,NIHILS,-,0O7NhieDairfQvi9jr66Cx,40,15657,Help Our Souls (Urban Contact Radio Edit),0LIU3eOAwXCZlWOiHuItkj,0,Help Our Souls (Urban Contact Radio Edit),2015,4,198487,0.693,0.876,7,-4.646,1,0.226,0.0562,0,0.109,0.598,120.071,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,Niia,Jazmine Sullivan,1KlUwB6uFECMC3zzvFvykx,46,43224,Sideline,3xwV2jOTY12scSiz4eEWD9,34,I,2017,5,277480,0.688,0.618,7,-5.245,1,0.0462,0.452,0.000371,0.211,0.187,120.011,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,Niki & The Dove,-,4hiLNlqr4vQdiuo1aQKSXS,42,80771,The Drummer,39FOpTYE4ueXiWy7CPguxw,10,Instinct,2012,8,236680,0.674,0.713,10,-7.782,0,0.0602,0.001,0.0401,0.0618,0.683,124.972,4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,Nikka Costa,-,6vUjpCAR58MB3Jq2TsKUmK,36,34564,Without Love,0aN6WpOVcTE8fmmZybZzc7,0,Pebble To A Pearl,2008,1,264226,0.618,0.578,10,-10.757,0,0.0483,0.305,0.00169,0.121,0.622,95.029,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,DANCE WITH ME,5YXjWFZc9IwWVRflCqLqUM,52,GOOD TIME,2021,8,218440,0.821,0.518,6,-9.228,1,0.0368,0.118,8.34E-06,0.0761,0.756,112.062,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,DIAMOND,7jZwYDy3LXNJBel7NPQ3zk,53,GOOD TIME,2021,8,193320,0.754,0.635,10,-7.162,1,0.0278,0.0654,3.06E-05,0.132,0.438,96.024,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,DRUNK OVER YOU,5cIqiJdeaCyuN4svgTPrZa,49,GOOD TIME,2021,8,162040,0.822,0.722,1,-7.037,1,0.0487,0.0813,0.000184,0.148,0.902,145.99,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,GOOD AT LOVING YOU,3SBWq3hKaXnZ1t9fua7znY,46,GOOD TIME,2021,8,185280,0.716,0.642,11,-7.073,0,0.0383,0.00398,9.55E-05,0.0786,0.886,159.975,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,GOOD TIME,2S8UMuLJ0z8agFgFGJ6Ztt,72,GOOD TIME,2021,8,214720,0.802,0.59,5,-7.189,1,0.0493,0.0874,0,0.275,0.687,138.084,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2021,1,20,25,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71527,Good Time,5Kpg1A7BOHpBbaT3H3xqd3,3,GOOD TIME - EP,2020,2,214720,0.802,0.59,5,-7.189,1,0.0493,0.0874,0,0.275,0.687,138.084,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,IT'S A GREAT DAY TO BE ALIVE,3SFhlsiZBtBfHQqdQEw66A,48,GOOD TIME,2021,8,189853,0.74,0.571,2,-7.762,1,0.0413,0.0667,0,0.164,0.711,150.101,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,LAST CALL,0S26xagbzPqqKw4MAPFY0k,44,GOOD TIME,2021,8,161413,0.906,0.569,7,-7.5,1,0.0714,0.048,6.23E-05,0.171,0.808,127.067,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,LET IT RIDE,1VADd41ctWBxndiU1jdyX7,48,GOOD TIME,2021,8,187306,0.683,0.771,1,-6.833,0,0.0409,0.00644,0,0.3,0.538,80,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,NO SAD SONGS,7bL7jrv7ZOlSotkWa7UNuR,61,GOOD TIME,2021,8,172693,0.747,0.791,11,-6.273,1,0.0543,0.00965,1.34E-06,0.353,0.731,146.877,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,PARADISE TO ME,2oMfpjxWmnLYcgbqkeAjfp,64,GOOD TIME,2021,8,216226,0.755,0.619,11,-6.829,0,0.0362,0.0246,0,0.0739,0.398,155.046,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,SHE AIN'T YOU,2uadCJRtnEvvGdUz6Qykxh,45,GOOD TIME,2021,8,199333,0.765,0.64,5,-6.38,1,0.0475,0.0148,6.51E-05,0.0772,0.61,151.076,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,SMALL TOWN STATE OF MIND,5Niq20xLM1pt53ijI6qTmK,50,GOOD TIME,2021,8,160986,0.885,0.57,0,-5.327,1,0.0531,0.0422,1.60E-06,0.0882,0.531,103.024,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,WAY BACK,4FhleHsMSXlhoNhH7oo3Mh,49,GOOD TIME,2021,8,149080,0.807,0.571,9,-6.655,1,0.0679,0.062,0,0.147,0.609,75.972,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,Niko Moon,-,6Rw7DRa1dzChBvxGPCpOxU,59,71313,WITHOUT SAYIN A WORD,4I5D0hgLrUqwNx80rqT0Bm,40,GOOD TIME,2021,8,181760,0.725,0.324,6,-11.158,1,0.0435,0.34,0,0.234,0.224,149.982,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,NIMMO,-,76MojWoWNPzzKdrEspy5sl,38,10384,Too Late,0aY9d4Kgyv6mzWTW5gNzSO,11,Too Late,2018,3,324569,0.713,0.771,8,-8.415,0,0.167,0.187,3.08E-05,0.0876,0.447,120.044,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,Nine Lashes,-,6L5kgEyFIlckHbMdRM2KXQ,49,143396,Anthem Of The Lonely,1bKRtH1leT7y003VikaXUc,61,World We View,2012,2,241719,0.348,0.972,10,-3.144,0,0.0951,0.000364,0,0.119,0.652,196.213,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,2021,7,41,10,Nio Garcia,J Balvin & Bad Bunny,5hdhHgpxyniooUiQVaPxQ0,75,3237259,AM Remix,05bfbizlM5AX6Mf1RRyMho,81,AM Remix,2021,6,44736,0.743,0.655,6,-5.015,0,0.159,0.114,0,0.0764,0.785,172.031,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2020,10,93,10,Nio Garcia,Anuel AA & Myke Towers,5hdhHgpxyniooUiQVaPxQ0,75,3237259,La Jeepeta,1mohfLaTJtB2RplHLQVM70,71,La Jeepeta (Remix),2020,4,44675,0.815,0.715,4,-4.65,0,0.207,0.3,4.83E-06,0.091,0.786,176.007,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2019,4,93,2,Nipsey Hussle,Kendrick Lamar,0EeQBlQJFiAfJeVN2vT9s0,66,2750083,Dedication,6fIjnWrv46njJHLDAY2JdC,61,Victory Lap,2018,2,245813,0.512,0.734,8,-5.448,0,0.438,0.431,0,0.226,0.168,93.995,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2019,4,65,3,Nipsey Hussle,"Belly, DOM KENNEDY",0EeQBlQJFiAfJeVN2vT9s0,66,2750083,Double Up,4iVD0fTHGxV9JWloujsL3s,66,Victory Lap,2018,2,361280,0.604,0.436,2,-8.32,1,0.188,0.0544,0.000242,0.162,0.239,107.978,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2019,4,76,3,Nipsey Hussle,YG,0EeQBlQJFiAfJeVN2vT9s0,66,2750083,Last Time That I Checc'd,39xWBHPM4E9MwzEy5gbM7p,61,Victory Lap,2018,2,225573,0.711,0.746,1,-4.224,1,0.253,0.0289,0,0.371,0.279,96.024,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2019,4,26,11,Nipsey Hussle,"Roddy Ricch, Hit-Boy",0EeQBlQJFiAfJeVN2vT9s0,66,2750083,Racks In The Middle,6ya8ejoKgw906Y8LWclqrp,64,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),2019,2,233277,0.671,0.833,5,-5.152,0,0.395,0.0825,0,0.0726,0.702,79.351,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2019,4,100,1,Nipsey Hussle,Stacy Barthe,0EeQBlQJFiAfJeVN2vT9s0,66,2750083,Victory Lap,6hkQ6OQ6nhe7QCckH91aGa,60,Victory Lap,2018,2,238333,0.597,0.755,4,-2.209,0,0.052,0.0423,0,0.582,0.0467,89.146,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2021,2,51,1,Nipsey Hussle,JAY-Z,0EeQBlQJFiAfJeVN2vT9s0,66,2750083,What It Feels Like,7Ei7kZxjEw9d76cEDxoxua,48,Judas and the Black Messiah: The Inspired Album,2021,2,275162,0.394,0.734,1,-4.574,0,0.185,0.0329,1.26E-06,0.109,0.0778,86.897,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
